epoch,train_loss,train_acc,test_loss,test_acc
1,1.9588344377809355,0.27061340371081255,1.6832911861590303,0.387879392971246
2,1.694324079417145,0.37386036468330136,1.4911415047538927,0.44958067092651754
3,1.5357722765119581,0.439819257837492,1.4020367655129478,0.4817292332268371
4,1.4565861005090555,0.47150911708253357,1.2603618430253416,0.5419329073482428
5,1.3944945921519591,0.49298224568138194,1.2784848736878782,0.5412340255591054
6,1.34285369143605,0.5153750799744082,1.1944327059264381,0.5715854632587859
7,1.286579173608842,0.5340291106845809,1.1173696102806554,0.5951477635782748
8,1.2361519135348857,0.5549424184261037,1.1272102729581035,0.5911541533546326
9,1.1964652147799522,0.5680382277671145,1.0823191672849197,0.6019369009584664
10,1.1573593871225856,0.5809540946896993,1.0420532504590556,0.6274960063897763
11,1.1240292591157817,0.5945297504798465,1.014968621178557,0.6301916932907349
12,1.0926931870723489,0.6056062060140754,1.0418784871649818,0.6290934504792333
13,1.0683571305972066,0.6155230326295585,0.9723371582480665,0.6490615015974441
14,1.0484070895348157,0.6228806781829814,0.9594127464408692,0.6489616613418531
15,1.023378914983625,0.6332573576455535,0.9179820599266515,0.6699281150159745
16,0.9972754940152244,0.6417746321177223,0.9472964912557754,0.6587460063897763
17,0.9768173298771688,0.6476927383237364,0.8879226694663112,0.6816094249201278
18,0.9558511668302582,0.6565099168266155,0.902173060483445,0.6775159744408946
19,0.9287469139178441,0.666106845809341,0.8666543994848721,0.6894968051118211
20,0.9075111602066575,0.6754038707613563,0.8739583136174626,0.6878993610223643
