epoch,train_loss,train_acc,test_loss,test_acc
1,2.067942915478351,0.23080614203454894,1.8289900530641452,0.32448083067092653
2,1.8648485309102942,0.3044225847728727,1.6556857504402867,0.3839856230031949
3,1.759898047300767,0.34738883557261674,1.5770884337135778,0.4241214057507987
4,1.663098417408407,0.3882557581573896,1.4921096909922151,0.4468849840255591
5,1.580796510305301,0.41928582853486884,1.4116058326757754,0.48761980830670926
6,1.5054865149603542,0.45013595649392196,1.4064066139653848,0.4860223642172524
7,1.459291814003552,0.46775031989763277,1.288243374123741,0.5272563897763578
8,1.4048744775664708,0.4897832693538068,1.2474341051647078,0.553314696485623
9,1.3644486353401946,0.5027191298784389,1.2545086215860166,0.5463258785942492
10,1.334917423287341,0.51385556621881,1.1819139347670558,0.575379392971246
11,1.3055796256373497,0.5250319897632757,1.1550149553880904,0.579073482428115
12,1.2766147149120168,0.5371880998080614,1.1501859045638063,0.5831669329073482
13,1.2376223638205672,0.553742802303263,1.1120718249116843,0.59185303514377
14,1.208461442667936,0.5617202495201535,1.0962350996919334,0.5977436102236422
15,1.1889170650404688,0.5703774792066538,1.0450188473771556,0.6215055910543131
16,1.169291173389762,0.5761556301983365,1.0585811368573588,0.6165135782747604
17,1.1490670421607054,0.5861724248240563,1.0413706380719194,0.6270966453674122
18,1.1232874194399638,0.5933901151631478,1.0240072419468207,0.6328873801916933
19,1.1104390450722883,0.5994681701855407,1.0277513617905565,0.6364816293929713
20,1.0831689432272908,0.6096649072296865,1.0001487373924864,0.6417731629392971
